Item_name,Item_href,Brand,Model,Energy_Efficiency,Capacity,Noise_Level,Installation_Type,Part_No,Color,Control_Console,Voltage,Wattage,ASIN,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,MRP,Offer_Price,No_of_Reviews,Review_1,Review_2,Review_3,Review_4,Review_5,Review_6,Review_7,Review_8,good_service,bad_service,good_installation,bad_installation,good_cooling,bad_cooling,noise
"Voltas 125 CYE Classic YE Series Split AC (1 tons, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-125-Classic-Rating-Copper/dp/B00VT385WM/ref=sr_1_64?ie=UTF8&qid=1485079701&s=kitchen&sr=1-64,Voltas,125 CYe,5 Star Rating,1 tons,48 dB,Split,,White,Remote Control,230 Volts,1013 Watts,B00VT385WM,#88,"#91,924",37190.0,31800.0,5 reviews,Very happy with the purchase. Got the product at a fair deal and Amazon service is as always the best.,"Excellent 125CYE and best cooling capacity, yes you can see it",Decent product! Does what promises.,Superb product from voltas.,it nice,,,,16,24,24,25,1.0,0.0,0.0
"Voltas 122 CYA Classic Split AC (1 Ton, 2 Star Rating, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-122-CYA-Classic-Rating/dp/B016W1GTPA/ref=sr_1_52?ie=UTF8&qid=1485079701&s=kitchen&sr=1-52,Voltas,1.0T 122 CYA,2 Star Rating,1 tons,40 dB,Split,VLS_1.0T 122 CYA_WHE,White,Remote Control,230 Volts,1099 Watts,B016W1GTPA,#78,"#70,640",29490.0,22500.0,36 reviews,"A Good AC,  deal by Amazon was mouth watering covers more than expected area of room.  Installation took around 2:30 hours by Voltas engineer.  But now I feel iIshould have gone for 5* rating AC of some other brand as deal by Amazon on that is more mouth watering.  Nevermind I am satisfied with this too.  Electricity Consumption would know after sometime.",Hi I dr Sabherwal bought this product from Amazon and this Ac is giving me lot of problems of water leakage I have mad complaint 5 times and still water leakage from my Voltas Ac has not stopped. When I checked weather ICANN's return my Ac back the time period ghas finished for exchange I am very much disappointed from service of Voltas never buy there acs,1. rude professionals for installation.2. they charge u double d price for all d material used.3. charge seperately fpr drilling n stuff..NOT TO GET  AC INSTALLED BY COMPANY PERSON. INSTEAD HIRE  A PROFESSIONAL FOR OUTSIDE. thy will atleast listen to u n not cheat u in material used.,"I am thankful to Amazon & Voltas.. Amazon delivered the product on time and Voltas allocated service technicians on time. Got installed on same day as it was delivered. AC works well and above my expectations, well its Tata brand so need to worry. I would recommend anyone ordering, to book in advance the installation appointment just one day before delivery. To make your installation experience smooth, also schedule an electrician for any wiring or socket work.","Great productPros:- Cooling is bang on and quick- its almost 3 stars (2.95)Cons:- it took 4000 (10 feet was included and i need extra copper pipe they charged rs.290 per feet,wiring included and also rs.40 per feet for drainage pipe + 1500 installation )  + 1000 (electrician price to take a point) (you have to call your own electrician )i costed around 4.8k for installation but if you dont need extra pipe its 1500- a little loud but its hardly noticed if you reduce the fan speedoverall great product 8/10","only con is 2 stars. apart from that it product is awesome .makes less -db noise ,looks simple,cool,has a blue-lit led display.but make sure the room in which you stay , i mean the size ,sunlight ,floor number. if you find your room in any of the conditions ,simply buy a 1.5 eyes closed.","Recently I bought this model. Though no special attractive features, it's certainly value for money product.  If room size is less and consumption will be not very much, then this product will be suitable for you.",Just installed by local area professionals. Bcz Voltas customer care is not responding . Well charges are the same. then what's the point of waiting.  The ac is very good looking and cooling capacity is exactly what expected.It's 100% copper.  Other than the name is enough VOLTAS.,16,24,24,25,3.0,0.0,0.0
"Voltas 18 HY Hot and Cold Y Series Window AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-18-HY-Window-Copper/dp/B00LWRFL9K/ref=sr_1_54?ie=UTF8&qid=1485079701&s=kitchen&sr=1-54,Voltas,1.5T 18 HY,Inverter,1.5 tons,58 dB,Window,,White,Remote Control,230 Volts,1800 Watts,B00LWRFL9K,#82,"#77,195",42990.0,29700.0,2 reviews,"Overall a good product, warms room very well, has a thermostat hence cuts off heating when desired temp are acheved. It is a little noisy when heater is used, doesnt sound much on cooling.",dont buy it a bad product,,,,,,,16,24,24,25,0.0,1.0,0.0
"Voltas 1.0T125CYU Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-1-0T125CYU-Split-Rating-Copper/dp/B010DLVLIA/ref=sr_1_56?ie=UTF8&qid=1485079701&s=kitchen&sr=1-56,Voltas,1.0 T 125 CYu,5 Star Rating,1 tons,48 dB,Split,1.0 T 125 CYu,White,Remote Control,230 Volts,1013 Watts,B010DLVLIA,#83,"#81,377",37190.0,29000.0,3 reviews,Very weak air throw. Only useful for a 8ftx8ft typz office / room. Returned it after installation.,Performance very well,Good product,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 125cya Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-125cya-Split-Rating-Copper/dp/B00O21LSD6/ref=sr_1_51?ie=UTF8&qid=1485079701&s=kitchen&sr=1-51,Voltas,125cya,5 Star Rating,1 tons,,Split,125 CYa,White,Remote Control,,1438 Watts,B00O21LSD6,#38,"#23,255",37190.0,28900.0,3 reviews,I am happy with performance of AC. Expert fitment by Voltas authorized technician who charged reasonable 1500 Rs for fitment. Very good ducting and drilling done expertly single handedly by the service man. Voltas is a brand from Tata so we can trust it blindfolded and I am very happy with performance of the AC and also on time scheduled delivery by Amazon !Hats off !,Excellent Product,Good,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas Classic 243 CYA Split AC (2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-Classic-243-CYA-Rating/dp/B00LSK06RS/ref=sr_1_55?ie=UTF8&qid=1485079701&s=kitchen&sr=1-55,Voltas,Classic 243 CYA,3 Star Rating,2 tons,50 dB,Split,,White,Remote Control,230 Volts,1906 Watts,B00LSK06RS,#42,"#30,981",,40800.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 125 EY (S) Executive S Split AC (1 Ton, 5 Star Rating, Silver, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-125-EY-Executive-Rating/dp/B00LWRE434/ref=sr_1_62?ie=UTF8&qid=1485079701&s=kitchen&sr=1-62,Voltas,1.0 T 125 EY (S),5 Star Rating,1 tons,38 dB,Split,125 EY-IMS,Silver,Remote Control,230 Volts,1011 Watts,B00LWRE434,#87,"#88,071",37590.0,30500.0,7 reviews,Voltas Ac is good product.....but axis bank no cashback for me...it's eligible for cashback....but what is problem i don't know....But amazon provided me gift card...So thanks To Amazon and Prabhat manager....Nice to talking you...And Nice service...thank U so much..for helping this issue...,This air conditioner is too good. Saves a lot of electricity not just because of the five star rating but also because of the time it takes to cool a curtained and closed room. It takes about 35-40 minutes to cool the room and the room stays cool for another 2 hours if fan is not switched on. If fan is switched on then it will take about 30 minutes to become hot since it agitates the air. The installation people were rude and unskilled but apart from that the air conditioner itself is awesome. Go for it because of the bacteria filters which keep your family safe.,Amazon had delivered the product within six working days.AC looks cool and stylish.Service provided by voltas for installation is also good.It takes Some Time for cooling but overall cooling is good,Excellent product.,,,,,16,24,24,25,2.0,0.0,0.0
"Voltas 125 DY Window AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-125-DY-Window-Rating/dp/B00RJOSUZC/ref=sr_1_58?ie=UTF8&qid=1485079701&s=kitchen&sr=1-58,Voltas,WAC 125 DY,5 Star Rating,1 tons,,Window,voltas 125 window ac,White,Remote Control,230 Volts,,B00RJOSUZC,#44,"#30,991",,24490.0,2 reviews,Great . Delivery excellent .,Based on usage for a month,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 185 DY Window AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-185-DY-Window-Aluminium/dp/B00RZDYWP4/ref=sr_1_23/255-3384455-4592367?ie=UTF8&qid=1485081620&s=kitchen&sr=1-23,Voltas,185 DY,5 Star Rating,1.5 tons,54 dB,Window,voltas 185 DY window ac,White,,,,B00RZDYWP4,#62,"#42,567",31690.0,27900.0,31 reviews,"There is a manufacturing design fault with this model. I have this AC. The problem is that its metal capillaries are not adequately covered with padding and are exposed. Do to this design flaw, when the compressor switches on, the metal capillaries in a high vibrational state hit against each other creating a very disturbing sound in the middle of the night. This hitting is sporadic and does not manifest everytime the compressor switches on. It is sad that Voltas failed to adequately cover the inner capillaries. The solution is to call the neighbourhood AC repair guy and ask him to cover all the metal capillaries with foam padding and tape it properly. Secure the capillaries so that even when they vibrate at higher amplitudes and hit against each other the metal is covered and the sound is muffled. Once the AC repair guy covered the mettal capillaries with padding the capillary vibration sound decibels fell to inaudible levels. I bought this model in 2015 but not from Amazon. I wish I had bought over Amazon and returned this model back to Voltas.","In 1.5 months, a;ready repaired twice under warranty. I think Amazon sells seconds stuff",Super cool ac. Thanks to amazon for the price n fast delivery!!!!,"Product was delivered before delivery date.. I got AC Fitted from local market and it is working good so far.. things I like are cooling, low noise of compressor.. Needs to wait for some time to see how it goes but feeling good with the product till now.",...good product...on time delivery from amazon...,satisfied with the product and amazon delivery,The cooling is excellent. Just waiting for this month's bill to come. As it is 5 star rated. It must reduce the burning too. So good value for money.,"The product is received in damaged condition. Its filter cover lock is broken it was taped and i just came to know when the tape on the cover came out. Such is the kind of product sold. Installation for window AC is also not free and installation charges are also high, when i got it installed from my ac technician amazon says that manufacturer will not give warranty for this product as it is not installed by Voltas.Dont buy its a advise, or buy at your own risk",16,24,24,25,3.0,0.0,0.0
"Voltas 122 LYA Split AC (1 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-122-LYA-Rating-Aluminium/dp/B00RZDXXZY/ref=sr_1_207/253-3528946-7487616?ie=UTF8&qid=1485081725&s=kitchen&sr=1-207,Voltas,122 LYA,2 Star Rating,1 tons,40 dB,Split,122 Lya,White,,,,B00RZDXXZY,#228,"#2,38,952",30490.0,25300.0,1 review,Installation cost and stabilizar deatails,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 1.5T183LYI Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-1-5T183LYI-1-5-Rating-Copper/dp/B010DLWT3G/ref=sr_1_529/253-2784943-2189700?ie=UTF8&qid=1485080007&s=kitchen&sr=1-529,Voltas,1.5 T 183 LYi,3 Star Rating,1.5 tons,48 dB,Split,1.5 T 183 LYi,White,Remote Control,230 Volts,1539 Watts,B010DLWT3G,#469,"#4,43,907",,31000.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 2.0T24VEYW Split AC (2 Ton, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-2-0T24VEYW-Split-White-Aluminium/dp/B010DLYTF2/ref=sr_1_526/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-526,Voltas,2.0 T 24V EY-W,,2 tons,51 dB,Split,2.0 T 24V EY-W,White,Remote Control,230 Volts,1985 Watts,B010DLYTF2,#402,"#3,90,285",73480.0,,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 1.0T12VEYW Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-1-0T12VEYW-Split-White-Copper/dp/B010DLYK9M/ref=sr_1_527/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-527,Voltas,1.0 T 12V EY-W,,1 tons,42 dB,Split,1.0 T 12V EY-W,White,Remote Control,230 Volts,1080 Watts,B010DLYK9M,,,,,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 183 Sprint Y Series Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-183-Sprint-1-5-Rating/dp/B013I8NQG0/ref=sr_1_523/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-523,Voltas,1.5 TON 183 SY,3 Star Rating,1.5 tons,,Split,,White,Remote Control,230 Volts,,B013I8NQG0,,,,36000.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 1.5T18VEYW Split AC (1.5 Ton, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-1-5T18VEYW-Split-1-5-Aluminium/dp/B010DLYA56/ref=sr_1_528/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-528,Voltas,,,1.5 tons,48 dB,Split,,White,Remote Control,230 Volts,1600 Watts,B010DLYA56,#514,"#5,09,401",59990.0,39800.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas Y Series Classic 153 CY Split AC (1.2 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-153-CY-1-2-Aluminium/dp/B00LWRD46C/ref=sr_1_326/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-326,Voltas,1.2 T 153 CY,3 Star Rating,1.2 tons,48 dB,Split,MBdl_25,White,Remote Control,230 Volts,1203 Watts,B00LWRD46C,#309,"#3,04,424",35190.0,27500.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas Y Series Classic 152 CY Split AC (1.2 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-Classic-152-CY-Rating/dp/B00LWRD11K/ref=sr_1_327/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-327,Voltas,1.2T 152 CY,2 Star Rating,1.2 tons,43 dB,Split,MBdl_8,White,Remote Control,230 Volts,1266 Watts,B00LWRD11K,#331,"#3,26,500",32290.0,26190.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 183 CY Vertis Classic Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-183-CY-Classic-Aluminium/dp/B00OPT5IBS/ref=sr_1_314/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-314,Voltas,183 CY,3 Star Rating,1.5 tons,48 dB,Split,,White,Remote Control,230 Volts,1555 Watts,B00OPT5IBS,#321,"#3,17,137",,31000.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 123 CYE Classic YE Series Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-123-Classic-Rating-Copper/dp/B00LWRDBS8/ref=sr_1_325/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-325,Voltas,1.0 T 123 CYe,3 Star Rating,1 tons,40 dB,Split,123 Cye,White,Remote Control,230 Volts,1028 Watts,B00LWRDBS8,#369,"#3,58,800",33090.0,26000.0,1 review,Value for money,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 243 ZYa Split AC (2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-243-ZYa-Rating-Copper/dp/B00RJOTMUO/ref=sr_1_304/255-2574919-0037163?ie=UTF8&qid=1485080008&s=kitchen&sr=1-304,Voltas,SAC 243 ZYa,3 Star Rating,2 tons,50 dB,Split,243 ZYa,White,Remote Control,230 Volts,,B00RJOTMUO,#366,"#3,57,220",,44500.0,1 review,"I bought it from local dealer. Horrible product. After paying 45 grand and buying a flagship product you would expect some decent quality. Within first 10 days AC stopped cooling and compressor started making loud noises. After I registered a complain, the technician visited my house on 3rd day (Excellent support right?). He fixed the noise in the compressor, but said he needs some more parts which he doesn't have and will be at my house next day at sharp 10 am to fix it. After spending two nights with burning walls I was hesitant to spend another but had a no choice. So the next day up to 12 noon, no one shows up and no calls. I called back asking what was the deal, and the dude says he is off to some remote location and promises he will come in the evening to fix it. Again no one shows up in the evening. I call the person again and he says he can't come. I call the local center they say, they have no one to send (the work needs only 5 mins once you have the parts - capacitor).Anyway I have been promised again it will be fixed tomorrow morning but am not very optimistic. This was the first time I bought an Voltas product and I am quite sure this is the last. Voltas, it is not only that you are providing crappy products, but your support is even worse and that too when you charge a premium price much higher then LG and samsung. If you are looking to buy this or any other Voltas product be prepared to face a lot of s***.",,,,,,,,16,24,24,25,0.0,1.0,0.0
"Voltas 183 EYR Split AC (1.5 Ton, 3 Star Rating, Purple, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-183-EYR-Rating-Purple/dp/B01D8MGO1U/ref=sr_1_445/255-1904269-2261837?ie=UTF8&qid=1485080007&s=kitchen&sr=1-445,Voltas,183 EYR,3 Star Rating,1.5 tons,43 dB,Split,,Purple,Remote Control,230 Volts,1539 Watts,B01D8MGO1U,,,,47388.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas Yd Series Magna 123 Myd Split Air Conditioner (1 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-123-Myd-Conditioner-Aluminium/dp/B01CGCJDOI/ref=sr_1_454/255-1904269-2261837?ie=UTF8&qid=1485080007&s=kitchen&sr=1-454,Voltas,1.0 T 123 Myd,3 Star Rating,1 tons,38 dB,Split,Magna 123 MYd,White,Remote Control,230 Volts,1079 Watts,B01CGCJDOI,,,,32000.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 185 DY Window AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-185-DY-Window-Aluminium/dp/B01F6T3ROK/ref=sr_1_441/255-1904269-2261837?ie=UTF8&qid=1485080007&s=kitchen&sr=1-441,Voltas,185 DY,5 Star Rating,1.5 tons,54 dB,Window,,White,Remote Control,,,B01F6T3ROK,,,,30300.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas Yd Series Magna 183 Myd Split Air Conditioner (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-183-Myd-Conditioner-1-5/dp/B01CGCJEPG/ref=sr_1_453/255-1904269-2261837?ie=UTF8&qid=1485080007&s=kitchen&sr=1-453,Voltas,1.5 T 183 Myd,3 Star Rating,1.5 tons,44 dB,Split,Magna 183 MYd,White,Remote Control,230 Volts,1571 Watts,B01CGCJEPG,,,,37000.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 183 Excecutive YR Series Split AC (1.5 Ton, 3 Star Rating, Red, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-183-Excecutive-1-5-Rating/dp/B013I8NMRI/ref=sr_1_524/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-524,Voltas,1.5 TON 183 EYR,3 Star Rating,1.5 tons,,Split,,Red,Remote Control,,,B013I8NMRI,,,,30029.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas SAC 123 Dya Deluxe Split AC (1 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-SAC-123-Dya-Aluminium/dp/B00XKS57S4/ref=sr_1_555/255-6401717-3654001?ie=UTF8&qid=1485080007&s=kitchen&sr=1-555,Voltas,SAC 1T 3S 123 Dya,3 Star Rating,1 tons,40.4 dB,Split,,White,Remote Control,230 Volts,1028 Watts,B00XKS57S4,#397,"#3,82,436",,26900.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 182 DYU Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-182-DYU-Rating-Copper/dp/B00RZDYBGY/ref=sr_1_720/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-720,Voltas,182 DYU,2 Star Rating,1.5 tons,43 dB,Split,182 Dyu,White,,,,B00RZDYBGY,,,36190.0,31400.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 183 PY Split AC (1.5 Ton, 3 Star Rating, Silver, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-183-PY-Rating-Silver/dp/B00RZDYENY/ref=sr_1_719/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-719,Voltas,183 PY,3 Star Rating,1.5 tons,44 dB,Split,183 PY,Silver,,,,B00RZDYENY,#725,"#6,51,238",,40690.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 18V DY Inverter Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-18V-DY-Inverter-Copper/dp/B00QPWOZVW/ref=sr_1_814/253-2439363-4557959?ie=UTF8&qid=1485080232&s=kitchen&sr=1-814,Voltas,18V DY,,1.5 tons,42 dB,Split,,White,Remote Control,230 Volts,1600 Watts,B00QPWOZVW,,,59990.0,,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 123 EY-R Executive YR Series Split AC (1 tons, 3 Star Rating, Wine Red, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-123-Executive-Rating-Aluminium/dp/B00VT368CG/ref=sr_1_590/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-590,Voltas,123 Ey-R,3 Star Rating,1 tons,40 dB,Split,,Wine Red,Remote Control,230 Volts,1028 Watts,B00VT368CG,#584,"#5,63,832",,27000.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 185 DYI Jade Y Series Split AC (1.5 tons, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-185-Split-Rating-Copper/dp/B00VT3C24O/ref=sr_1_587/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-587,Voltas,185 Dyi,5 Star Rating,1.5 tons,42 dB,Split,,White,Remote Control,230 Volts,1424 Watts,B00VT3C24O,#548,"#5,24,313",49990.0,34000.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 242 LYe Window AC (2 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-242-LYe-Window-Rating/dp/B00VHK23XE/ref=sr_1_593/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-593,Voltas,242 LYe,2 Star Rating,2 tons,58 dB,Window,,White,Remote Control,230 Volts,2145 Watts,B00VHK23XE,,,,32990.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 183 EYR Zenith YA-R Series Split AC (1.5 tons, 3 Star Rating, Wine Red, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-183-EYR-Zenith-Rating/dp/B00VT3AF48/ref=sr_1_588/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-588,Voltas,183 EYR,3 Star Rating,1.5 tons,43 dB,Split,,White,Remote Control,230 Volts,1539 Watts,B00VT3AF48,,,,30000.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 122 DYU Split AC (1 Ton, White, Aluminium): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-122-DYU-Split-Aluminium/dp/B00RZDXMFA/ref=sr_1_722/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-722,Voltas,122 DYU,,1 tons,40 dB,Split,122 DYu,White,,,,B00RZDXMFA,,,,29790.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 18V DY- Cool Executive YI Series Split AC (2 tons, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-18V-DY-Cool-Executive/dp/B00VT3DG76/ref=sr_1_586/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-586,Voltas,18V DY- Cool,3 Star Rating,1.5 tons,42 dB,Split,,White,Remote Control,230 Volts,1588 Watts,B00VT3DG76,,,,33000.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 122 EY Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-122-EY-Rating-Copper/dp/B00RZDXP0M/ref=sr_1_721/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-721,Voltas,122 EY,2 Star Rating,1 tons,45 dB,Split,122 EY,White,,230 Volts,,B00RZDXP0M,#440,"#4,11,110",,29990.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 24HY Split AC (2 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-24HY-Split-White-Copper/dp/B00RZDZ28A/ref=sr_1_715/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-715,Voltas,24HY,,2 tons,40 dB,Split,,White,,230 Volts,,B00RZDZ28A,,,,35090.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 18H-Elegant R Split AC (1.5 Ton, Red): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-18H-Elegant-Split-1-5-Ton/dp/B00RZDYM36/ref=sr_1_718/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-718,Voltas,18H-Elegant R,,1.5 tons,,Split,18H-Elegant R,Red,,230 Volts,,B00RZDYM36,,,,45090.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 123 PYA Window AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-123-PYA-Window-Rating/dp/B00RZDYTUW/ref=sr_1_716/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-716,Voltas,123 PYA,3 Star Rating,1 tons,,Window,,White,,230 Volts,,B00RZDYTUW,#478,"#4,57,219",24890.0,22495.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 18H-Elegant S Split AC (1.5 Ton, Silver): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-18H-Elegant-Split-1-5-Silver/dp/B00RZDYOF2/ref=sr_1_717/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-717,Voltas,18H-Elegant S,,1.5 tons,,Split,18H-Elegant S,Silver,,230 Volts,,B00RZDYOF2,,,,,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 125CYU Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-125CYU-Split-Rating-Copper/dp/B00VT37P5K/ref=sr_1_589/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-589,Voltas,125CYu,5 Star Rating,1 tons,39 dB,Split,125CYu,White,Remote Control,230 Volts,1025 Watts,B00VT37P5K,#699,"#6,48,154",,,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
"Voltas 123 PY Premium Y Series Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Voltas-123-PY-Premium-Rating/dp/B00RE6RFGU/ref=sr_1_809/253-2439363-4557959?ie=UTF8&qid=1485080232&s=kitchen&sr=1-809,Voltas,1.0 T 123 PY,3 Star Rating,1 tons,40 dB,Split,,White,Remote Control,230 Volts,1015 Watts,B00RE6RFGU,,,,35290.0,,,,,,,,,,16,24,24,25,0.0,0.0,0.0
